Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Aloyna ,Sophia ,Yegor,Olya,Valentina,Katya,Ksyusha,Lada,Natasha,Revmira ,Oksana,Marina,Chegga ,Lilia,Alla
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,122,122,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,123,123,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,128,128,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,134,134,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,135,135,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,143,143,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,174,174,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,178,178,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,181,181,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,182,182,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,183,183,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,187,187,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,195,195,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,196,196,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,197,197,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,198,198,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,200,200,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,203,203,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,205,205,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,206,206,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,207,207,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,210,210,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,211,211,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,214,214,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,215,215,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,216,216,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,217,217,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,220,220,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,221,221,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,223,223,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,224,224,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,225,225,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,226,226,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,227,227,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,228,228,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,229,229,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,230,230,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,231,231,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,232,232,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,233,233,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,235,235,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,236,236,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,238,238,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,239,239,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,240,240,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,243,243,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,244,244,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,249,249,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,251,251,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
4,The Golosovsky Sisters are Kidnapped,2016-08-15,2016-08-15,T,3rd-person,252,252,,,,,,"In Yegor's car, Aloyna asks Yegor where he lives and he replies, ""You're going to see""(15)","Aloyna, Oksana, Sophia, and Yegor",T,T,T,F,F,F,F,F,F,F,T,F,F,F,F
,,,,,3rd-person,,,,,,,,,,,,,,,,,,,,,,,,
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,20,20,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,35,35,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,36,36,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,37,37,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,38,38,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,41,41,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,52,52,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,53,53,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,197,197,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,198,198,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,122,122,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,123,123,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,182,182,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,196,196,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,197,197,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
5,Oksana is Interviewed as Witness ,2016-08-15,2016-08-15,T,3rd-person,215,215,,,,,,"""Ryakhovsky interviewed Oksana at the police station in August"" (197)",Oksana,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F
6,Olya and Diana stop being friends,2016-09-15,2016-09-15,T,3rd-person,22,22,,,,,,"On the phone, Valentina tells Olya that ""'Diana won't be able to talk to you outside of school.'"" (22)",Olya and Valentina,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
6,Olya and Diana stop being friends,2016-09-15,2016-09-15,T,3rd-person,23,23,,,,,,"On the phone, Valentina tells Olya that ""'Diana won't be able to talk to you outside of school.'"" (22)",Olya and Valentina,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
6,Olya and Diana stop being friends,2016-09-15,2016-09-15,T,3rd-person,26,26,,,,,,"On the phone, Valentina tells Olya that ""'Diana won't be able to talk to you outside of school.'"" (22)",Olya and Valentina,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
6,Olya and Diana stop being friends,2016-09-15,2016-09-15,T,3rd-person,23,23,,,,,,"On the phone, Valentina tells Olya that ""'Diana won't be able to talk to you outside of school.'"" (22)",Olya and Valentina,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
6,Olya and Diana stop being friends,2016-09-15,2016-09-15,T,3rd-person,28,28,,,,,,"On the phone, Valentina tells Olya that ""'Diana won't be able to talk to you outside of school.'"" (22)",Olya and Valentina,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
6,Olya and Diana stop being friends,2016-09-15,2016-09-15,T,3rd-person,29,29,,,,,,"On the phone, Valentina tells Olya that ""'Diana won't be able to talk to you outside of school.'"" (22)",Olya and Valentina,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
6,Olya and Diana stop being friends,2016-09-15,2016-09-15,T,3rd-person,30,30,,,,,,"On the phone, Valentina tells Olya that ""'Diana won't be able to talk to you outside of school.'"" (22)",Olya and Valentina,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
6,Olya and Diana stop being friends,2016-09-15,2016-09-15,T,3rd-person,31,31,,,,,,"On the phone, Valentina tells Olya that ""'Diana won't be able to talk to you outside of school.'"" (22)",Olya and Valentina,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F
7,Ksyusha joins a dance troupe,2016-09-15,2016-09-15,T,3rd-person,60,60,,,,,,"Alisa decides to join a dance troupe ""in the middle of September"" (60).The ""next friday,"" Ruslan tells her ""go and do it then"" (64)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
7,Ksyusha joins a dance troupe,2016-09-15,2016-09-15,T,3rd-person,61,61,,,,,,"Alisa decides to join a dance troupe ""in the middle of September"" (60).The ""next friday,"" Ruslan tells her ""go and do it then"" (64)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
7,Ksyusha joins a dance troupe,2016-09-15,2016-09-15,T,3rd-person,62,62,,,,,,"Alisa decides to join a dance troupe ""in the middle of September"" (60).The ""next friday,"" Ruslan tells her ""go and do it then"" (64)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
7,Ksyusha joins a dance troupe,2016-09-15,2016-09-15,T,3rd-person,63,63,,,,,,"Alisa decides to join a dance troupe ""in the middle of September"" (60).The ""next friday,"" Ruslan tells her ""go and do it then"" (64)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
7,Ksyusha joins a dance troupe,2016-09-15,2016-09-15,T,3rd-person,64,64,,,,,,"Alisa decides to join a dance troupe ""in the middle of September"" (60).The ""next friday,"" Ruslan tells her ""go and do it then"" (64)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
7,Ksyusha joins a dance troupe,2016-09-15,2016-09-15,T,3rd-person,78,78,,,,,,"Alisa decides to join a dance troupe ""in the middle of September"" (60).The ""next friday,"" Ruslan tells her ""go and do it then"" (64)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
7,Ksyusha joins a dance troupe,2016-09-15,2016-09-15,T,3rd-person,83,83,,,,,,"Alisa decides to join a dance troupe ""in the middle of September"" (60).The ""next friday,"" Ruslan tells her ""go and do it then"" (64)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,47,47,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,48,48,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,49,49,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,50,50,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,51,51,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,52,52,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,53,53,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,54,54,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,55,55,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,56,56,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,57,57,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,58,58,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
8,Valentina goes to the hospital ,2016-11-15,2016-09-15,T,3rd-person,139,139,,,,,,"During Valentina's checkup, the doctor tells her that she ""will have to go to the hospital""(47).",Aloyna and Revmira,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F
9,Eastern Winds Festival Announcement,2017-12-13,2017-12-13,T,3rd-person,85,85,,,,,,"Ksyusha relizes that the group will fly to the festival ""In less than two weeks"" (88)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
9,Eastern Winds Festival Announcement,2017-12-13,2017-12-13,T,3rd-person,86,86,,,,,,"Ksyusha relizes that the group will fly to the festival ""In less than two weeks"" (88)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
9,Eastern Winds Festival Announcement,2017-12-13,2017-12-13,T,3rd-person,87,87,,,,,,"Ksyusha relizes that the group will fly to the festival ""In less than two weeks"" (88)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
9,Eastern Winds Festival Announcement,2017-12-13,2017-12-13,T,3rd-person,89,89,,,,,,"Ksyusha relizes that the group will fly to the festival ""In less than two weeks"" (88)",Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
9,Eastern Winds Festival Announcement,2017-12-13,2017-12-13,T,3rd-person,91,91,,,,,,,Ksyusha,F,F,F,F,F,F,T,F,F,F,F,F,F,F,
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,98,98,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,97,97,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,99,99,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
10,New Years/Masha and Lada reconnect,2016-12-31,2016-12-31,F,3rd-person,100,100,,,,,," Masha arrives at the party and ""stretched her arm across the table to reach Lada's hand"" (98)",Lada and Yegor,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F
